filename,width,height,class,xmin,ymin,xmax,ymax
990428a4-bfa8-450d-a755-fade1df0a214___RS_LB 4082.JPG,256,256,Potato___Late_blight,22,9,246,242
99064106-3789-4de4-b109-ebc83a20d94b___RS_LB 2757.JPG,256,256,Potato___Late_blight,16,7,227,244
992a06a6-1aeb-4876-b33e-4267aa1a0c43___RS_Early.B 7618.JPG,256,256,Potato___Early_blight,23,24,251,234
9933b288-b5fe-4cbf-a9fa-58ef769b6f7c___RS_LB 2540.JPG,256,256,Potato___Late_blight,25,4,237,245
993bc916-4517-45cf-a5bd-90ee95dd35fd___RS_Early.B 8452.JPG,256,256,Potato___Early_blight,28,14,240,209
9934bde8-1c89-4ba6-95e6-015a69540873___RS_LB 4146.JPG,256,256,Potato___Late_blight,20,17,240,243
996c0f04-a33a-4620-8971-469e009abae7___RS_Early.B 8869.JPG,256,256,Potato___Early_blight,32,8,242,196
99fedd87-d173-4b2f-8bb1-26465641af4d___RS_Early.B 7372.JPG,256,256,Potato___Early_blight,20,19,244,209
9996efa6-219d-4f07-aa12-dc8ca40609b9___RS_LB 2840.JPG,256,256,Potato___Late_blight,8,14,234,250
99d75573-472e-4f57-ab82-b49b78853d03___RS_Early.B 7847.JPG,256,256,Potato___Early_blight,18,8,240,225
99821810-926a-4ac4-9bc7-cbae991f7e68___RS_Early.B 7626.JPG,256,256,Potato___Early_blight,30,13,238,239
9a179173-fbfb-4e92-9959-58b826625c9b___RS_LB 4761.JPG,256,256,Potato___Late_blight,7,8,243,239
9a157bfb-073a-46b2-95c6-16792e30e03f___RS_Early.B 7409.JPG,256,256,Potato___Early_blight,24,16,233,220
9a7d732b-12e2-400f-9206-068df63de1ba___RS_LB 2926.JPG,256,256,Potato___Late_blight,21,14,240,252
9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL 1846.JPG,256,256,healthy,24,17,243,241
9a726ce3-7b21-48de-b522-25d19f3c10e3___RS_LB 4765.JPG,256,256,Potato___Late_blight,13,5,250,243
9badd590-45ed-4636-9590-b12342ea8a84___RS_Early.B 6944.JPG,256,256,Potato___Early_blight,16,25,236,212
9bc2ecbb-4a3c-43be-80ce-c6ac77e4b498___RS_Early.B 7145.JPG,256,256,Potato___Early_blight,27,19,230,199
9bdce182-987e-4996-8cc8-34694b4e24e9___RS_LB 2837.JPG,256,256,Potato___Late_blight,18,20,239,245
9b5f25b9-9f30-478a-9710-fc79dafaf62e___RS_Early.B 6739.JPG,256,256,Potato___Early_blight,11,29,233,222
9b5be0c5-7d7e-493d-88ba-c721c85f73ca___RS_HL 5405.JPG,256,256,healthy,29,17,237,243
9bef32f0-dc02-4223-a378-6a41c6bfc7a9___RS_Early.B 8444.JPG,256,256,Potato___Early_blight,21,31,228,217
9c0e8576-642f-47a6-a053-c52e9025b7f6___RS_LB 4134.JPG,256,256,Potato___Late_blight,20,17,239,249
9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG,256,256,Potato___Late_blight,25,22,232,214
9c6155e6-eb4b-4ef9-bcd5-812803cb16d9___RS_LB 3268.JPG,256,256,Potato___Late_blight,19,11,237,248
9c3ad8d7-58cb-4e7d-85c0-22f5cf105906___RS_LB 4680.JPG,256,256,Potato___Late_blight,51,7,227,239
9ca7d203-7b7c-4f5c-911f-fc225f3c5b77___RS_Early.B 7557.JPG,256,256,Potato___Early_blight,68,11,203,236
9c620128-2872-4bbb-bc14-d5b785242cf6___RS_HL 1751.JPG,256,256,healthy,18,8,245,242
9c77f930-5d28-4b1f-8274-30c2c2dc82fb___RS_Early.B 8347.JPG,256,256,Potato___Early_blight,7,18,243,197
9caba61f-ea63-4ea5-9d85-1f22b6a1a006___RS_LB 4451.JPG,256,256,Potato___Late_blight,14,5,234,247
9cb0c796-fde2-406b-87fe-3926b722f8f7___RS_Early.B 8300.JPG,256,256,Potato___Early_blight,16,33,235,231
9cd7c33b-e29a-4300-ba19-183fb6c82aca___RS_LB 4124.JPG,256,256,Potato___Late_blight,17,10,224,241
9ccb00a6-1542-4b0e-bd90-e7f1ff10e7f7___RS_LB 3058.JPG,256,256,Potato___Late_blight,8,5,250,247
9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG,256,256,Potato___Early_blight,29,19,233,233
9ce9c6dc-b20c-47f8-91e0-31886945c4bb___RS_Early.B 8094.JPG,256,256,Potato___Early_blight,19,20,223,245
9cd81447-0701-4969-86aa-5f20269923c5___RS_Early.B 8790.JPG,256,256,Potato___Early_blight,16,22,246,209
9d2f37ae-aa02-4b04-b0cb-9fe125cfdbe2___RS_Early.B 7691.JPG,256,256,Potato___Early_blight,28,25,213,224
9d0c69df-f5dc-4118-a654-ab40d100b9b6___RS_Early.B 8870.JPG,256,256,Potato___Early_blight,22,7,224,210
9d0f96e2-93c7-4202-b1d1-6f878c066be7___RS_LB 3106.JPG,256,256,Potato___Late_blight,9,12,245,247
9d7d1bb9-1b10-4a8f-a961-e404b9d5acf8___RS_HL 1960.JPG,256,256,healthy,23,9,241,244
9dae6946-8d64-403b-bc51-b1b58cf8050b___RS_LB 4028.JPG,256,256,Potato___Late_blight,17,9,238,246
9e38f130-d8bb-4872-9e46-f43c7d0877c7___RS_LB 5096.JPG,256,256,Potato___Late_blight,15,1,237,256
9e092cd4-dcd4-4f9b-a901-48ac13a6deb0___RS_Early.B 8343.JPG,256,256,Potato___Early_blight,9,12,225,228
9db872fc-f367-4dfa-b1f7-23490bb4552b___RS_Early.B 8842.JPG,256,256,Potato___Early_blight,15,10,222,214
9e506566-6697-4444-a2f3-a3931d34bbf3___RS_Early.B 6899.JPG,256,256,Potato___Early_blight,11,21,241,238
9e1dc573-9cc5-4bc1-9c95-63c7bfba54f1___RS_LB 2976.JPG,256,256,Potato___Late_blight,21,12,236,241
9e5a95bd-b8d0-455f-bc85-b51a2086c88b___RS_LB 5326.JPG,256,256,Potato___Late_blight,9,1,237,251
9eb646d2-e908-43d1-8dd5-0d6b8dcb21eb___RS_Early.B 7569.JPG,256,256,Potato___Early_blight,23,11,233,244
9e979a65-61bf-4d07-a444-7c22ae1a58b1___RS_LB 4886.JPG,256,256,Potato___Late_blight,16,6,237,249
9ebf9d7d-0cfe-44f5-9126-89c70d38321a___RS_Early.B 8986.JPG,256,256,Potato___Early_blight,20,9,242,243
9f5acd9c-13b2-4246-a938-77774ba89318___RS_LB 3153.JPG,256,256,Potato___Late_blight,19,10,237,252
9fa8f0a5-50ba-41d9-8132-077a807fcf86___RS_LB 4045.JPG,256,256,Potato___Late_blight,17,11,224,246
9fa151cd-43d7-42e1-9235-72f58c584a4b___RS_Early.B 8581.JPG,256,256,Potato___Early_blight,9,15,232,250
a01521f0-27be-4688-9d28-07d09ef80920___RS_Early.B 7119.JPG,256,256,Potato___Early_blight,7,13,231,242
9fa413c2-d724-4bc6-8aed-954a472cf228___RS_LB 4754.JPG,256,256,Potato___Late_blight,19,6,252,251
9f9623f9-e632-4342-b698-95a0521953f9___RS_LB 3068.JPG,256,256,Potato___Late_blight,16,8,238,256
a0622f86-c94d-4b59-9483-68c57dee81fa___RS_LB 4794.JPG,256,256,Potato___Late_blight,9,25,246,233
a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG,256,256,Potato___Early_blight,22,9,234,241
a02b6205-b40a-4178-8b34-3494f84b9d1f___RS_HL 1958.JPG,256,256,healthy,39,10,228,246
a08eec21-8500-4ac5-92a9-d9b14067f01c___RS_Early.B 8985.JPG,256,256,Potato___Early_blight,19,17,238,244
a0c129b8-4fb3-406d-b2f6-1309fec50c70___RS_LB 5139.JPG,256,256,Potato___Late_blight,24,3,245,247
a10b278a-fcce-4cf4-aada-254e89050be5___RS_Early.B 7524.JPG,256,256,Potato___Early_blight,8,16,229,223
a10d340a-b35c-4310-be59-caa58bb0d500___RS_LB 5154.JPG,256,256,Potato___Late_blight,34,15,239,246
a0d8a499-e9e4-4c88-829c-7c2270073735___RS_Early.B 8525.JPG,256,256,Potato___Early_blight,17,22,242,233
a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL 5414.JPG,256,256,healthy,31,4,221,244
a1523281-33d2-4cc4-910a-3d614a4cd085___RS_LB 2816.JPG,256,256,Potato___Late_blight,8,1,245,242
a29559c6-1d80-4486-a3c9-26986d6e28e0___RS_Early.B 6890.JPG,256,256,Potato___Early_blight,13,15,237,231
a24f3bec-3fbb-461a-81ef-ab791ceb66e2___RS_LB 4818.JPG,256,256,Potato___Late_blight,19,17,242,241
a1f3508d-496b-4dd5-a820-d30acafd7d9b___RS_LB 2970.JPG,256,256,Potato___Late_blight,13,12,240,251
a1dd3cdf-0ff5-49f6-b66e-9b3632a07019___RS_Early.B 7833.JPG,256,256,Potato___Early_blight,1,25,241,242
a221647c-0dda-468b-93f9-81f50b14ff81___RS_LB 3942.JPG,256,256,Potato___Late_blight,10,15,240,244
a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398.JPG,256,256,Potato___Early_blight,18,23,227,244
a29ed5b2-153c-4f0e-a633-f698c9ff51d2___RS_Early.B 8840.JPG,256,256,Potato___Early_blight,10,14,237,223
a2b27b82-4459-4dcb-a065-92a75f3c9c4b___RS_LB 5018.JPG,256,256,Potato___Late_blight,18,4,230,245
a30baff1-96fb-4df5-9511-e131359b5fd8___RS_LB 4464.JPG,256,256,Potato___Late_blight,39,9,250,243
a3389c1f-d888-430d-bcf7-a546247ad6d2___RS_LB 3092.JPG,256,256,Potato___Late_blight,29,17,237,242
a33c54fb-6b78-4235-b34e-42f85f6bc5b8___RS_LB 5060.JPG,256,256,Potato___Late_blight,11,12,245,256
a343cad1-3b4d-4761-b222-d0bbc0f4bdc0___RS_LB 2569.JPG,256,256,Potato___Late_blight,32,22,222,235
a34d3777-22c7-4723-8b85-f766e042c121___RS_LB 4375.JPG,256,256,Potato___Late_blight,34,24,247,254
a38df468-bb4a-4bb3-9ee9-a2dffae718e9___RS_Early.B 8690.JPG,256,256,Potato___Early_blight,11,19,234,231
a3bf27ee-b4ec-4f72-a25b-9d47b4cd100d___RS_LB 2889.JPG,256,256,Potato___Late_blight,26,18,241,244
2a0727c6-24d9-4d20-89ed-51bbd36a4b5a___RS_LB 2987.JPG,256,256,Potato___Late_blight,15,11,244,236
29dafc9e-eb0f-4f3b-99ab-a617b8163e50___RS_LB 3052.JPG,256,256,Potato___Late_blight,62,15,231,221
29d49eb8-84d0-402d-9f00-c1149b8b3e16___RS_LB 3031.JPG,256,256,Potato___Late_blight,12,19,238,220
29f79006-adf2-4d71-a6a8-bfc02c020b71___RS_Early.B 6833.JPG,256,256,Potato___Early_blight,16,28,208,232
29d84246-f2a5-4c18-8ddc-2f2d38046ae2___RS_LB 2625.JPG,256,256,Potato___Late_blight,23,20,229,231
2a4fd894-0c4f-471b-b80b-d362a7b513f4___RS_Early.B 8038.JPG,256,256,Potato___Early_blight,14,11,240,246
2a3e5c22-1e37-4ba0-8686-cf7482e4e8d3___RS_LB 4126.JPG,256,256,Potato___Late_blight,70,17,211,234
2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB 2621.JPG,256,256,Potato___Late_blight,31,22,228,216
2a9d3616-0bf1-4d98-b649-0a46d36dab7c___RS_Early.B 6703.JPG,256,256,Potato___Early_blight,12,22,223,233
2addf5f2-acc5-448c-88a1-fe357d9aa9ac___RS_LB 4736.JPG,256,256,Potato___Late_blight,16,23,239,244
2b1718b3-c951-4f24-b6ec-4eb7df77c913___RS_Early.B 7475.JPG,256,256,Potato___Early_blight,23,17,239,236
2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB 4246.JPG,256,256,Potato___Late_blight,43,27,226,233
2af683b8-ad55-450d-9047-630b85a2d128___RS_LB 4614.JPG,256,256,Potato___Late_blight,26,16,238,245
2b3e46d9-09dd-4966-99c6-fe44c741b94c___RS_Early.B 8290.JPG,256,256,Potato___Early_blight,14,12,233,247
2b6f9564-80a2-4db7-a5e6-72be5ef33a71___RS_Early.B 8009.JPG,256,256,Potato___Early_blight,17,17,232,243
2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB 2575.JPG,256,256,Potato___Late_blight,25,16,232,239
2b8cfa81-e20f-4c28-b403-2cec2e5c0f2a___RS_Early.B 8145.JPG,256,256,Potato___Early_blight,18,42,224,252
2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB 4634.JPG,256,256,Potato___Late_blight,30,25,198,229
2b982641-10ea-4426-874f-509e6377ff59___RS_Early.B 7663.JPG,256,256,Potato___Early_blight,30,31,236,233
2bc972a0-789f-4e60-9882-2f16fc363dfc___RS_Early.B 7234.JPG,256,256,Potato___Early_blight,19,21,217,206
2c0e712a-fb21-44b6-bbe1-7c67cec7b965___RS_Early.B 7084.JPG,256,256,Potato___Early_blight,24,24,230,225
2c2b39ed-75f9-49f6-a28e-36a2cb608297___RS_LB 2794.JPG,256,256,Potato___Late_blight,16,12,241,235
2c310eaf-dbf4-4e8f-a8d8-ed8e0b51067a___RS_Early.B 6897.JPG,256,256,Potato___Early_blight,18,32,222,241
2c1218c8-eaea-4f5a-be4b-34e34a705063___RS_LB 2530.JPG,256,256,Potato___Late_blight,29,17,224,238
2c33381e-78d8-47fc-8cea-1459164f46d6___RS_LB 4115.JPG,256,256,Potato___Late_blight,46,29,235,238
2c48971d-9f73-401d-a62a-f3729d08b6c2___RS_Early.B 7463.JPG,256,256,Potato___Early_blight,24,22,224,227
2c3eddb8-f475-42ce-af72-81271630ba07___RS_LB 4991.JPG,256,256,Potato___Late_blight,27,9,242,243
2cafa90e-af46-4d0a-9137-9780d816b96a___RS_Early.B 7731.JPG,256,256,Potato___Early_blight,9,14,229,214
2c5500a4-cfa4-4b46-8db4-443b995d39dd___RS_Early.B 8768.JPG,256,256,Potato___Early_blight,17,16,223,222
2cc3eb24-b210-4827-befe-0e3a24161ac4___RS_Early.B 6829.JPG,256,256,Potato___Early_blight,16,25,229,222
2ce7e8d7-4cc9-4ab3-9d22-8f7ad21d8eda___RS_Early.B 8609.JPG,256,256,Potato___Early_blight,22,3,249,247
2d149f7a-4b0a-40a6-8d0b-1d1f14e5e696___RS_Early.B 9143.JPG,256,256,Potato___Early_blight,23,12,238,231
2cce6cd6-16c4-426f-84e6-2f3c192fac2c___RS_Early.B 8999.JPG,256,256,Potato___Early_blight,15,18,251,243
2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,256,256,healthy,20,10,252,249
2cf993b6-98e7-4678-aea5-9177ea3b63bd___RS_Early.B 7692.JPG,256,256,Potato___Early_blight,27,17,243,241
2d736aa6-79a6-42b0-9e92-d859bcd72824___RS_LB 5244.JPG,256,256,Potato___Late_blight,12,4,248,228
2d8cbe58-280e-4c93-9b06-26f4279eb4d8___RS_LB 2855.JPG,256,256,Potato___Late_blight,19,27,239,240
2d344be7-2d5f-4d27-aeb2-b92c8191b877___RS_Early.B 7173.JPG,256,256,Potato___Early_blight,18,14,221,231
2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,256,256,healthy,17,29,230,241
2dc9baab-663f-4f09-a0a4-7c07edfb4c42___RS_Early.B 6866.JPG,256,256,Potato___Early_blight,25,13,239,227
2e2bc24d-9900-4b0b-a8ec-abb444350c03___RS_LB 4701.JPG,256,256,Potato___Late_blight,35,21,231,250
2e88d4ed-b11b-4123-9e4b-f3c02a65ad39___RS_Early.B 9180.JPG,256,256,Potato___Early_blight,29,28,230,221
2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,256,256,healthy,25,8,242,255
2e18248f-e251-44c0-b9a5-a198455f43ee___RS_LB 4858.JPG,256,256,Potato___Late_blight,19,33,240,233
2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,256,256,healthy,12,5,219,249
2ea232e4-2e94-426f-b86f-8bc5861f334f___RS_LB 4757.JPG,256,256,Potato___Late_blight,24,12,243,253
2ec0f91e-b8a4-4aeb-9e08-8bd32b492487___RS_Early.B 7502.JPG,256,256,Potato___Early_blight,15,29,220,233
2ebb14eb-0e87-468c-a1cb-80579a77a37a___RS_Early.B 7044.JPG,256,256,Potato___Early_blight,21,20,245,229
2ed031ef-c77f-42d2-83fa-4fbfc66d67b2___RS_LB 5254.JPG,256,256,Potato___Late_blight,16,12,246,237
2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,256,256,Potato___Late_blight,36,15,228,248
2f419afc-a232-42c7-b0ff-92d928647a0f___RS_LB 4917.JPG,256,256,Potato___Late_blight,10,21,235,249
2f6382f7-12fc-4309-b7db-b034b8165c67___RS_LB 4955.JPG,256,256,Potato___Late_blight,31,13,235,247
2f76c068-ebba-499d-8819-2d12bde41695___RS_LB 3232.JPG,256,256,Potato___Late_blight,32,12,230,250
2f7b6898-a342-42a5-a0e5-a9f2bad7eaf1___RS_LB 2831.JPG,256,256,Potato___Late_blight,24,10,241,247
2f81d148-c62f-4d3c-baf4-72b77abea41a___RS_Early.B 7493.JPG,256,256,Potato___Early_blight,37,25,230,240
30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826.JPG,256,256,healthy,25,19,229,234
2fe81ef1-d7ec-4395-b071-c74d5beb4037___RS_Early.B 7242.JPG,256,256,Potato___Early_blight,8,15,247,246
2f8e6ae7-f6ac-4bab-992b-82e3c51cf476___RS_LB 2743.JPG,256,256,Potato___Late_blight,20,14,241,238
304b3fa0-f0cb-41b5-b835-9bd13773150a___RS_LB 4696.JPG,256,256,Potato___Late_blight,38,24,214,245
306c45ac-6f97-4b7e-9fad-1c8c39870138___RS_Early.B 7673.JPG,256,256,Potato___Early_blight,34,14,232,228
30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922.JPG,256,256,healthy,33,23,233,238
30920583-57a6-4cc2-81d6-84879ec3af46___RS_LB 4930.JPG,256,256,Potato___Late_blight,21,24,233,230
30777af4-cbb4-44bf-946b-f1c5d17704ee___RS_LB 4822.JPG,256,256,Potato___Late_blight,22,20,222,235
3112e625-f1d9-428b-a77e-23c6f28e44f8___RS_LB 3035.JPG,256,256,Potato___Late_blight,15,10,247,236
31290247-3f4f-445d-8bad-20d7dccbf979___RS_Early.B 7019.JPG,256,256,Potato___Early_blight,5,15,193,249
3171caea-9708-45dc-a60b-e347b3e74fb8___RS_LB 5256.JPG,256,256,Potato___Late_blight,18,18,248,215
317a40c6-c4d8-4b4e-9878-4f742e7f409a___RS_LB 4462.JPG,256,256,Potato___Late_blight,25,28,211,240
31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,256,256,Potato___Late_blight,17,20,256,236
319335dc-6a48-4fe4-932b-326f1455f3cd___RS_LB 4703.JPG,256,256,Potato___Late_blight,42,27,224,242
31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,256,256,healthy,20,20,242,242
31c96e0d-0a6a-42b4-bd7a-0faf2c8e462d___RS_LB 5298.JPG,256,256,Potato___Late_blight,50,10,245,214
31d5d932-9eb3-45d1-bc85-40ef64d7a688___RS_Early.B 7255.JPG,256,256,Potato___Early_blight,20,29,238,227
31d0ecc8-045d-4a4a-ac33-431556c83e4c___RS_Early.B 8692.JPG,256,256,Potato___Early_blight,17,17,238,238
320be8ee-2f9a-48f2-86fa-1c1d993a2fe2___RS_Early.B 8186.JPG,256,256,Potato___Early_blight,21,12,225,238
31d61797-f3dd-4452-8db9-cdfd8be9ebf2___RS_LB 4823.JPG,256,256,Potato___Late_blight,42,10,215,226
3221ccec-f264-4046-8252-77a8a357562b___RS_LB 4637.JPG,256,256,Potato___Late_blight,47,22,218,222
324a0ba8-726a-4e6c-a15f-c32a1904f891___RS_LB 3078.JPG,256,256,Potato___Late_blight,5,13,234,240
326919e6-16b9-442b-ada3-e4c37b3ab8ef___RS_LB 3187.JPG,256,256,Potato___Late_blight,27,17,234,234
32e6ace8-7ca9-4f95-a313-6747d321e8da___RS_LB 4698.JPG,256,256,Potato___Late_blight,17,19,252,236
32c3bd85-3b12-4051-9185-12d39caaf94f___RS_Early.B 6684.JPG,256,256,Potato___Early_blight,27,23,214,224
3362decd-b0d5-4cc6-81f8-3c051a285875___RS_LB 4109.JPG,256,256,Potato___Late_blight,46,22,248,228
33551627-5824-42b9-9547-4df44590fee1___RS_LB 4848.JPG,256,256,Potato___Late_blight,17,13,232,238
336e5156-8947-46a7-a6fb-e993255d9091___RS_Early.B 8085.JPG,256,256,Potato___Early_blight,11,11,245,238
334fd34b-f4aa-4cc2-9ac9-8b85df65b96c___RS_Early.B 6773.JPG,256,256,Potato___Early_blight,27,20,225,241
33019904-ac3b-4083-a192-ce4092758ddd___RS_Early.B 8344.JPG,256,256,Potato___Early_blight,23,23,238,209
33b849d5-ec92-4acb-88e6-530accf22734___RS_LB 4994.JPG,256,256,Potato___Late_blight,27,11,243,242
33baf253-755d-4e3f-8d52-5caf59d0835d___RS_LB 2867.JPG,256,256,Potato___Late_blight,15,11,245,234
33938ff2-ee2c-4571-96dd-6229a0cb4e0c___RS_LB 5184.JPG,256,256,Potato___Late_blight,19,16,243,236
33fa45a7-e6ff-4e75-9c6e-28570fdfedb6___RS_LB 3054.JPG,256,256,Potato___Late_blight,31,10,236,236
33d72b8e-ae59-4fd4-8c74-eaf342682b47___RS_Early.B 7884.JPG,256,256,Potato___Early_blight,19,12,246,235
34b0f33c-be8b-4338-9334-5418a5f84f28___RS_Early.B 7532.JPG,256,256,Potato___Early_blight,30,16,237,233
349730da-a627-4da6-90d5-707c4a3dba88___RS_Early.B 7553.JPG,256,256,Potato___Early_blight,22,16,219,236
3456a2d1-59d1-4111-9cc8-16a6b12e973e___RS_LB 5249.JPG,256,256,Potato___Late_blight,20,4,230,249
34d62dee-797e-4f31-9063-f6a285935b4d___RS_Early.B 6733.JPG,256,256,Potato___Early_blight,29,22,245,239
34d2260c-888c-419c-b32c-938efa379b97___RS_Early.B 8253.JPG,256,256,Potato___Early_blight,23,22,237,230
34f42d6e-6e09-46cb-800b-5da5fdb5e8b8___RS_Early.B 8110.JPG,256,256,Potato___Early_blight,25,12,248,221
34f44be4-9dc5-460b-896d-cd6593166fe7___RS_Early.B 8175.JPG,256,256,Potato___Early_blight,35,16,241,215
34d7e068-10e6-4ea0-8547-c90937fccbbc___RS_Early.B 8198.JPG,256,256,Potato___Early_blight,25,24,217,239
351386f8-c501-45f6-ab0d-e9c1d1584204___RS_LB 5195.JPG,256,256,Potato___Late_blight,15,19,232,250
350662fe-0ebf-4e6b-9ff9-6ceaf9d22067___RS_LB 3877.JPG,256,256,Potato___Late_blight,33,16,230,239
351a1e47-c9b5-4b38-a5c1-b3d390bfe506___RS_LB 4429.JPG,256,256,Potato___Late_blight,14,18,237,233
35621849-08fd-442a-a94e-139b2657106e___RS_LB 4055.JPG,256,256,Potato___Late_blight,12,38,233,230
357426c8-5b7b-4d56-9cb0-13cfaecc219f___RS_Early.B 7326.JPG,256,256,Potato___Early_blight,14,10,234,236
357b61ef-a56b-4207-aa26-161b0ef3e635___RS_Early.B 8492.JPG,256,256,Potato___Early_blight,23,14,236,243
357bfc61-bb46-4e77-b9eb-eafdd3af7f6f___RS_LB 3082.JPG,256,256,Potato___Late_blight,14,14,235,238
3613b972-6af8-4a9a-be7f-bf68e4eb4cd0___RS_Early.B 6813.JPG,256,256,Potato___Early_blight,19,14,219,230
36548ca6-33b3-4a74-9b2a-52eba7aee9a3___RS_Early.B 9205.JPG,256,256,Potato___Early_blight,13,30,227,243
36555aa6-0ca3-412c-be9f-50f12500861f___RS_LB 3907.JPG,256,256,Potato___Late_blight,8,16,220,233
35c3e2fe-7b97-4137-adc6-aada45306425___RS_LB 4123.JPG,256,256,Potato___Late_blight,34,14,226,240
3682433d-fb0a-495b-a6e8-d753542b042b___RS_Early.B 8189.JPG,256,256,Potato___Early_blight,19,12,244,242
369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785.JPG,256,256,healthy,24,23,245,240
36c25644-54cb-405d-abef-700d24652958___RS_LB 2606.JPG,256,256,Potato___Late_blight,38,10,226,248
36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,256,256,healthy,38,13,215,251
36d2885d-0bc7-4346-8a13-383e1533a68c___RS_LB 5098.JPG,256,256,Potato___Late_blight,13,10,251,252
36d3502f-32cd-4ef9-b63d-575db1c18cf8___RS_LB 4908.JPG,256,256,Potato___Late_blight,31,21,211,247
37075adc-dd51-4a5b-8a6c-0649cb98516b___RS_LB 2678.JPG,256,256,Potato___Late_blight,33,22,232,236
36f84bc9-df52-44b6-b420-29c3881dea1e___RS_LB 4485.JPG,256,256,Potato___Late_blight,43,18,221,224
36fc1631-634b-42d3-a865-cc858557a8a8___RS_LB 4427.JPG,256,256,Potato___Late_blight,34,13,248,252
37471260-d7b4-4ccd-901e-974332ef2eb9___RS_Early.B 7967.JPG,256,256,Potato___Early_blight,27,22,219,226
377e9523-f375-4c0c-9d66-5abf2abfaefb___RS_LB 2504.JPG,256,256,Potato___Late_blight,32,20,220,231
37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG,256,256,Potato___Early_blight,26,16,227,238
37ac120b-240a-42fc-839c-90c6dea13d85___RS_LB 5214.JPG,256,256,Potato___Late_blight,17,21,238,242
37c1e3d4-e54b-431a-b370-2a506b6026a2___RS_LB 4461.JPG,256,256,Potato___Late_blight,13,25,244,228
37c47f95-2216-4f78-87a1-504b198a4f4c___RS_LB 4327.JPG,256,256,Potato___Late_blight,7,28,226,221
37c72e1c-7981-4d84-9587-f5014b609230___RS_Early.B 7457.JPG,256,256,Potato___Early_blight,21,22,233,226
37d5791e-19e8-4095-a1cd-36aede6d0802___RS_Early.B 7172.JPG,256,256,Potato___Early_blight,12,19,244,235
37da60b5-9c33-4fe7-95d4-3a2db2a7702b___RS_Early.B 8359.JPG,256,256,Potato___Early_blight,13,14,244,242
37d94308-8783-4657-9ca6-eaca86e1015a___RS_Early.B 7825.JPG,256,256,Potato___Early_blight,16,15,234,233
38757e70-6278-4961-b1f3-19fccbb085f5___RS_Early.B 6968.JPG,256,256,Potato___Early_blight,13,11,238,234
37dbf454-f189-4fae-a9e7-a088e7be3f2e___RS_LB 4530.JPG,256,256,Potato___Late_blight,18,12,219,250
3888aab7-b07f-439b-80cc-c7f49004a67c___RS_LB 4156.JPG,256,256,Potato___Late_blight,21,13,234,228
38a72c90-ed53-4432-b625-01c1f962f791___RS_Early.B 7302.JPG,256,256,Potato___Early_blight,26,14,238,232
38807f81-ce49-4978-916a-a6cd2a95bfb0___RS_Early.B 8397.JPG,256,256,Potato___Early_blight,19,15,246,238
38c1c136-d91d-4527-aa8f-623a574a41d9___RS_LB 3042.JPG,256,256,Potato___Late_blight,20,15,243,249
38aa30f4-14d5-446f-80c3-ec60ce67ccc3___RS_Early.B 6789.JPG,256,256,Potato___Early_blight,17,12,238,247
38e8e3d1-7c0e-4d66-a926-79538ceadf07___RS_LB 4130.JPG,256,256,Potato___Late_blight,16,8,217,232
38f1a80d-6961-4763-ada2-7504f388cf2d___RS_LB 3217.JPG,256,256,Potato___Late_blight,26,7,228,213
38d82b6e-16ec-4ac6-b42f-29ff524b4e43___RS_LB 5269.JPG,256,256,Potato___Late_blight,10,31,232,237
38fa4c3b-0541-4d14-80e7-84a1153b9e5f___RS_LB 4713.JPG,256,256,Potato___Late_blight,8,20,231,239
38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,256,256,healthy,19,23,256,238
392c5f68-3ee5-4b61-90e9-afa16375beb8___RS_Early.B 8047.JPG,256,256,Potato___Early_blight,25,9,233,244
